agency,from_stop_id,to_stop_id,median_minutes,sample_count
municipal_bus,municipal_bus-6286,municipal_bus-6284,2.0,1
municipal_bus,municipal_bus-6284,municipal_bus-6282,1.9,1
municipal_bus,municipal_bus-6282,municipal_bus-6280,1.8,1
municipal_bus,municipal_bus-6280,municipal_bus-6277,2.3,1
municipal_bus,municipal_bus-6277,municipal_bus-6311,2.0,1
municipal_bus,municipal_bus-6311,municipal_bus-6275,3.5,1
municipal_bus,municipal_bus-6275,municipal_bus-6273,1.7,1
municipal_bus,municipal_bus-6273,municipal_bus-6271,2.5,1
municipal_bus,municipal_bus-6271,municipal_bus-6269,2.9,1
municipal_bus,municipal_bus-6269,municipal_bus-6268,2.2,1
municipal_bus,municipal_bus-6268,municipal_bus-6265,3.1,1
municipal_bus,municipal_bus-6265,municipal_bus-6263,2.0,1
municipal_bus,municipal_bus-6263,municipal_bus-6261,1.3,1
municipal_bus,municipal_bus-6261,municipal_bus-6259,2.2,1
municipal_bus,municipal_bus-6259,municipal_bus-6258,1.4,1
municipal_bus,municipal_bus-6258,municipal_bus-6255,2.3,1
municipal_bus,municipal_bus-6255,municipal_bus-6253,2.0,1
municipal_bus,municipal_bus-6253,municipal_bus-6252,3.0,1
municipal_bus,municipal_bus-6252,municipal_bus-9972,3.7,1
municipal_bus,municipal_bus-1666,municipal_bus-1667,1.4,1
municipal_bus,municipal_bus-1667,municipal_bus-1642,4.8,1
municipal_bus,municipal_bus-1642,municipal_bus-6113,2.4,1
municipal_bus,municipal_bus-6113,municipal_bus-1643,1.6,1
municipal_bus,municipal_bus-8519,municipal_bus-8363,3.0,1
municipal_bus,municipal_bus-8363,municipal_bus-2164,2.0,1
municipal_bus,municipal_bus-2033,municipal_bus-2108,2.4,1
municipal_bus,municipal_bus-1075,municipal_bus-1125,1.9,1
municipal_bus,municipal_bus-2164,municipal_bus-8363,2.0,1
municipal_bus,municipal_bus-8363,municipal_bus-8519,3.0,1
municipal_bus,municipal_bus-1664,municipal_bus-6113,1.8,1
municipal_bus,municipal_bus-6113,municipal_bus-1665,2.3,1
municipal_bus,municipal_bus-9972,municipal_bus-6251,3.7,1
municipal_bus,municipal_bus-6251,municipal_bus-6253,3.0,1
municipal_bus,municipal_bus-6253,municipal_bus-6255,2.0,1
municipal_bus,municipal_bus-6255,municipal_bus-6257,2.2,1
municipal_bus,municipal_bus-6257,municipal_bus-6259,1.4,1
municipal_bus,municipal_bus-6259,municipal_bus-6261,2.2,1
municipal_bus,municipal_bus-6261,municipal_bus-6263,1.3,1
municipal_bus,municipal_bus-6263,municipal_bus-6265,2.0,1
municipal_bus,municipal_bus-6265,municipal_bus-6267,3.2,1
municipal_bus,municipal_bus-6267,municipal_bus-6269,2.1,1
municipal_bus,municipal_bus-6269,municipal_bus-6271,2.9,1
municipal_bus,municipal_bus-6271,municipal_bus-6273,2.5,1
municipal_bus,municipal_bus-6273,municipal_bus-6275,1.7,1
municipal_bus,municipal_bus-6275,municipal_bus-6311,3.5,1
municipal_bus,municipal_bus-6311,municipal_bus-6277,2.0,1
municipal_bus,municipal_bus-6277,municipal_bus-6279,2.3,1
municipal_bus,municipal_bus-6279,municipal_bus-6281,1.9,1
municipal_bus,municipal_bus-6281,municipal_bus-6283,1.9,1
municipal_bus,municipal_bus-6283,municipal_bus-6285,2.0,1
municipal_bus,municipal_bus-6285,municipal_bus-6287,2.0,1
municipal_bus,municipal_bus-6287,municipal_bus-6289,1.8,1
municipal_bus,municipal_bus-6289,municipal_bus-6291,2.0,1
municipal_bus,municipal_bus-6291,municipal_bus-6293,1.8,1
municipal_bus,municipal_bus-6293,municipal_bus-6295,1.9,1
municipal_bus,municipal_bus-6295,municipal_bus-6297,1.9,1
municipal_bus,municipal_bus-6297,municipal_bus-6299,1.9,1
municipal_bus,municipal_bus-6299,municipal_bus-6301,1.9,1
municipal_bus,municipal_bus-6301,municipal_bus-6303,1.7,1
municipal_bus,municipal_bus-6303,municipal_bus-6305,1.3,1
municipal_bus,municipal_bus-6305,municipal_bus-6307,1.8,1
municipal_bus,municipal_bus-6307,municipal_bus-6309,1.4,1
municipal_bus,municipal_bus-2244,municipal_bus-4732,1.6,1
municipal_bus,municipal_bus-4732,municipal_bus-5491,1.7,1
municipal_bus,municipal_bus-5491,municipal_bus-4731,1.6,2
municipal_bus,municipal_bus-4731,municipal_bus-3970,2.5,1
municipal_bus,municipal_bus-4011,municipal_bus-5537,2.6,1
municipal_bus,municipal_bus-5537,municipal_bus-4013,1.3,1
municipal_bus,municipal_bus-5497,municipal_bus-4729,1.6,1
municipal_bus,municipal_bus-4729,municipal_bus-5499,1.6,1
municipal_bus,municipal_bus-5499,municipal_bus-2859,1.5,1
municipal_bus,municipal_bus-2892,municipal_bus-4728,1.6,1
municipal_bus,municipal_bus-4728,municipal_bus-4729,1.3,1
municipal_bus,municipal_bus-4729,municipal_bus-4730,1.3,1
municipal_bus,municipal_bus-3970,municipal_bus-4731,2.5,1
municipal_bus,municipal_bus-4731,municipal_bus-4685,1.5,2
municipal_bus,municipal_bus-4685,municipal_bus-4732,1.8,1
municipal_bus,municipal_bus-4732,municipal_bus-2244,1.6,1
municipal_bus,municipal_bus-1825,municipal_bus-1826,2.6,1
municipal_bus,municipal_bus-1294,municipal_bus-1968,2.6,1
municipal_bus,municipal_bus-2135,municipal_bus-2136,2.4,1
municipal_bus,municipal_bus-2136,municipal_bus-2137,1.8,2
municipal_bus,municipal_bus-2137,municipal_bus-2138,1.7,2
municipal_bus,municipal_bus-2242,municipal_bus-2243,1.7,1
municipal_bus,municipal_bus-2252,municipal_bus-2099,1.9,1
municipal_bus,municipal_bus-2099,municipal_bus-2082,2.6,1
municipal_bus,municipal_bus-2082,municipal_bus-5259,2.7,1
municipal_bus,municipal_bus-3848,municipal_bus-2138,2.4,1
municipal_bus,municipal_bus-2138,municipal_bus-2137,1.7,2
municipal_bus,municipal_bus-2137,municipal_bus-2136,1.8,2
municipal_bus,municipal_bus-2136,municipal_bus-4959,2.3,2
municipal_bus,municipal_bus-3986,municipal_bus-4984,1.6,2
municipal_bus,municipal_bus-3712,municipal_bus-1293,1.8,1
municipal_bus,municipal_bus-2349,municipal_bus-1825,2.4,1
municipal_bus,municipal_bus-3940,municipal_bus-4441,2.2,3
municipal_bus,municipal_bus-4441,municipal_bus-9384,2.2,3
municipal_bus,municipal_bus-9384,municipal_bus-4443,1.3,3
municipal_bus,municipal_bus-4443,municipal_bus-9383,3.8,2
municipal_bus,municipal_bus-9383,municipal_bus-9380,1.8,3
municipal_bus,municipal_bus-9380,municipal_bus-9378,1.9,3
municipal_bus,municipal_bus-9378,municipal_bus-3359,1.7,3
municipal_bus,municipal_bus-3594,municipal_bus-7383,1.9,1
municipal_bus,municipal_bus-7383,municipal_bus-4246,1.6,1
municipal_bus,municipal_bus-4246,municipal_bus-9376,1.5,1
municipal_bus,municipal_bus-9376,municipal_bus-9374,2.0,1
municipal_bus,municipal_bus-9374,municipal_bus-9206,2.1,1
municipal_bus,municipal_bus-4170,municipal_bus-4944,1.6,1
municipal_bus,municipal_bus-4944,municipal_bus-4168,1.9,1
municipal_bus,municipal_bus-4168,municipal_bus-1087,2.8,1
municipal_bus,municipal_bus-1087,municipal_bus-1086,2.0,1
municipal_bus,municipal_bus-3359,municipal_bus-9378,1.7,2
municipal_bus,municipal_bus-9378,municipal_bus-9380,1.9,2
municipal_bus,municipal_bus-9380,municipal_bus-9382,1.8,2
municipal_bus,municipal_bus-9382,municipal_bus-5249,3.9,2
municipal_bus,municipal_bus-5249,municipal_bus-9384,1.2,2
municipal_bus,municipal_bus-9384,municipal_bus-5250,2.3,2
municipal_bus,municipal_bus-5250,municipal_bus-3935,2.2,2
municipal_bus,municipal_bus-1087,municipal_bus-4168,2.8,1
municipal_bus,municipal_bus-4168,municipal_bus-4169,2.0,1
municipal_bus,municipal_bus-4169,municipal_bus-4170,1.5,1
municipal_bus,municipal_bus-9207,municipal_bus-9374,2.1,1
municipal_bus,municipal_bus-9374,municipal_bus-9376,2.0,1
municipal_bus,municipal_bus-9376,municipal_bus-4246,1.5,1
municipal_bus,municipal_bus-1895,municipal_bus-1894,1.2,2
municipal_bus,municipal_bus-1894,municipal_bus-1893,1.4,2
municipal_bus,municipal_bus-1893,municipal_bus-1899,1.9,2
municipal_bus,municipal_bus-1899,municipal_bus-1891,2.4,2
municipal_bus,municipal_bus-1891,municipal_bus-1890,2.4,2
municipal_bus,municipal_bus-1890,municipal_bus-1889,1.9,2
municipal_bus,municipal_bus-1889,municipal_bus-1888,2.1,2
municipal_bus,municipal_bus-1888,municipal_bus-1887,1.4,2
municipal_bus,municipal_bus-1887,municipal_bus-1886,1.7,2
municipal_bus,municipal_bus-1886,municipal_bus-1885,2.8,2
municipal_bus,municipal_bus-1885,municipal_bus-1884,2.5,2
municipal_bus,municipal_bus-1884,municipal_bus-1883,2.1,2
municipal_bus,municipal_bus-1883,municipal_bus-1909,1.7,2
municipal_bus,municipal_bus-1909,municipal_bus-1881,2.4,2
municipal_bus,municipal_bus-1881,municipal_bus-1880,4.2,2
municipal_bus,municipal_bus-1880,municipal_bus-1879,1.5,2
municipal_bus,municipal_bus-1879,municipal_bus-1878,2.8,2
municipal_bus,municipal_bus-1878,municipal_bus-1877,2.3,2
municipal_bus,municipal_bus-1877,municipal_bus-1876,2.2,2
municipal_bus,municipal_bus-1937,municipal_bus-1938,2.2,4
municipal_bus,municipal_bus-1938,municipal_bus-1939,1.9,4
municipal_bus,municipal_bus-1932,municipal_bus-1859,1.4,1
municipal_bus,municipal_bus-1853,municipal_bus-1854,1.8,2
municipal_bus,municipal_bus-1854,municipal_bus-1855,2.3,2
municipal_bus,municipal_bus-1863,municipal_bus-1864,4.0,2
municipal_bus,municipal_bus-1864,municipal_bus-1865,2.3,3
municipal_bus,municipal_bus-4501,municipal_bus-1870,2.8,2
municipal_bus,municipal_bus-1870,municipal_bus-1871,0.8,2
municipal_bus,municipal_bus-1876,municipal_bus-1877,2.2,1
municipal_bus,municipal_bus-1877,municipal_bus-1878,2.3,1
municipal_bus,municipal_bus-1878,municipal_bus-1879,2.8,1
municipal_bus,municipal_bus-1879,municipal_bus-1880,1.5,1
municipal_bus,municipal_bus-1880,municipal_bus-1881,4.2,1
municipal_bus,municipal_bus-1881,municipal_bus-1882,2.0,1
municipal_bus,municipal_bus-1882,municipal_bus-1883,2.1,1
municipal_bus,municipal_bus-1883,municipal_bus-1884,2.1,1
municipal_bus,municipal_bus-1884,municipal_bus-1885,2.5,1
municipal_bus,municipal_bus-1885,municipal_bus-1886,2.8,1
municipal_bus,municipal_bus-1886,municipal_bus-1887,1.7,1
municipal_bus,municipal_bus-1887,municipal_bus-1888,1.4,1
municipal_bus,municipal_bus-1888,municipal_bus-1889,2.1,1
municipal_bus,municipal_bus-1889,municipal_bus-1890,1.9,1
municipal_bus,municipal_bus-1890,municipal_bus-1891,2.4,1
municipal_bus,municipal_bus-1891,municipal_bus-1892,2.3,1
municipal_bus,municipal_bus-1892,municipal_bus-1893,2.0,1
municipal_bus,municipal_bus-1893,municipal_bus-1894,1.4,1
municipal_bus,municipal_bus-1894,municipal_bus-1895,1.2,1
municipal_bus,municipal_bus-7173,municipal_bus-7172,1.6,1
municipal_bus,municipal_bus-7172,municipal_bus-1700,1.5,1
municipal_bus,municipal_bus-4978,municipal_bus-7172,1.5,1
municipal_bus,municipal_bus-7172,municipal_bus-7173,1.6,1
municipal_bus,municipal_bus-7233,municipal_bus-7232,1.4,2
municipal_bus,municipal_bus-7232,municipal_bus-7236,1.7,2
municipal_bus,municipal_bus-7236,municipal_bus-7230,2.9,2
municipal_bus,municipal_bus-7230,municipal_bus-7229,1.4,2
municipal_bus,municipal_bus-7229,municipal_bus-7239,3.2,2
municipal_bus,municipal_bus-7239,municipal_bus-7227,2.2,2
municipal_bus,municipal_bus-7227,municipal_bus-7226,2.6,2
municipal_bus,municipal_bus-7226,municipal_bus-7225,1.9,2
municipal_bus,municipal_bus-7225,municipal_bus-7243,2.7,2
municipal_bus,municipal_bus-7243,municipal_bus-7244,4.8,2
municipal_bus,municipal_bus-7244,municipal_bus-7222,3.3,2
municipal_bus,municipal_bus-7222,municipal_bus-7221,1.8,2
municipal_bus,municipal_bus-7221,municipal_bus-7220,3.7,2
municipal_bus,municipal_bus-7220,municipal_bus-7219,3.5,2
municipal_bus,municipal_bus-7219,municipal_bus-7249,2.8,2
municipal_bus,municipal_bus-7249,municipal_bus-7217,2.7,2
municipal_bus,municipal_bus-7217,municipal_bus-7216,3.4,2
municipal_bus,municipal_bus-7216,municipal_bus-7215,2.9,2
municipal_bus,municipal_bus-7215,municipal_bus-7253,4.7,2
municipal_bus,municipal_bus-7253,municipal_bus-7254,2.7,2
municipal_bus,municipal_bus-7254,municipal_bus-4439,1.7,2
municipal_bus,municipal_bus-4439,municipal_bus-3937,2.2,2
municipal_bus,municipal_bus-3937,municipal_bus-3939,2.1,2
municipal_bus,municipal_bus-3939,municipal_bus-7209,1.7,2
municipal_bus,municipal_bus-7209,municipal_bus-4296,1.9,2
municipal_bus,municipal_bus-3648,municipal_bus-5651,1.6,2
municipal_bus,municipal_bus-5651,municipal_bus-3644,1.9,2
municipal_bus,municipal_bus-3644,municipal_bus-3650,1.6,2
municipal_bus,municipal_bus-3650,municipal_bus-9125,1.7,1
municipal_bus,municipal_bus-9125,municipal_bus-9123,1.4,1
municipal_bus,municipal_bus-9123,municipal_bus-9122,1.7,1
municipal_bus,municipal_bus-9122,municipal_bus-9119,2.3,1
municipal_bus,municipal_bus-9119,municipal_bus-9117,1.6,1
municipal_bus,municipal_bus-9117,municipal_bus-4791,1.5,1
municipal_bus,municipal_bus-4791,municipal_bus-1541,1.9,1
municipal_bus,municipal_bus-3641,municipal_bus-7268,1.3,1
municipal_bus,municipal_bus-7268,municipal_bus-5652,1.7,1
municipal_bus,municipal_bus-5652,municipal_bus-7199,1.8,1
municipal_bus,municipal_bus-7199,municipal_bus-7200,1.3,1
municipal_bus,municipal_bus-7200,municipal_bus-3642,2.6,1
municipal_bus,municipal_bus-3644,municipal_bus-5651,1.9,2
municipal_bus,municipal_bus-5651,municipal_bus-3648,1.6,2
municipal_bus,municipal_bus-3648,municipal_bus-3646,2.0,2
municipal_bus,municipal_bus-4297,municipal_bus-7208,2.5,2
municipal_bus,municipal_bus-7208,municipal_bus-7209,1.8,2
municipal_bus,municipal_bus-7209,municipal_bus-3936,1.9,2
municipal_bus,municipal_bus-3936,municipal_bus-7211,2.3,2
municipal_bus,municipal_bus-7211,municipal_bus-7212,2.6,2
municipal_bus,municipal_bus-7212,municipal_bus-7213,1.2,2
municipal_bus,municipal_bus-7213,municipal_bus-7214,2.6,2
municipal_bus,municipal_bus-7214,municipal_bus-7215,4.6,2
municipal_bus,municipal_bus-7215,municipal_bus-7216,2.9,2
municipal_bus,municipal_bus-7216,municipal_bus-7217,3.4,2
municipal_bus,municipal_bus-7217,municipal_bus-7218,2.8,2
municipal_bus,municipal_bus-7218,municipal_bus-7219,2.7,2
municipal_bus,municipal_bus-7219,municipal_bus-7220,3.5,2
municipal_bus,municipal_bus-7220,municipal_bus-7221,3.7,2
municipal_bus,municipal_bus-7221,municipal_bus-7222,1.8,2
municipal_bus,municipal_bus-7222,municipal_bus-7223,3.2,2
municipal_bus,municipal_bus-7223,municipal_bus-7224,5.1,2
municipal_bus,municipal_bus-7224,municipal_bus-7225,2.6,2
municipal_bus,municipal_bus-7225,municipal_bus-7226,1.9,2
municipal_bus,municipal_bus-7226,municipal_bus-7227,2.6,2
municipal_bus,municipal_bus-7227,municipal_bus-7228,2.3,2
municipal_bus,municipal_bus-7228,municipal_bus-7229,3.1,2
municipal_bus,municipal_bus-7229,municipal_bus-7230,1.4,2
municipal_bus,municipal_bus-7230,municipal_bus-7231,2.5,2
municipal_bus,municipal_bus-7231,municipal_bus-7232,2.1,2
municipal_bus,municipal_bus-7232,municipal_bus-7233,1.4,2
municipal_bus,municipal_bus-5148,municipal_bus-9117,1.6,1
municipal_bus,municipal_bus-9117,municipal_bus-9119,1.6,1
municipal_bus,municipal_bus-9119,municipal_bus-9121,2.2,1
municipal_bus,municipal_bus-9121,municipal_bus-9123,1.8,1
municipal_bus,municipal_bus-9123,municipal_bus-9125,1.4,1
municipal_bus,municipal_bus-9125,municipal_bus-3643,1.8,1
municipal_bus,municipal_bus-6183,municipal_bus-6185,2.1,1
municipal_bus,municipal_bus-6185,municipal_bus-6187,2.5,1
municipal_bus,municipal_bus-6187,municipal_bus-6189,2.1,1
municipal_bus,municipal_bus-6189,municipal_bus-6192,3.9,1
municipal_bus,municipal_bus-6192,municipal_bus-6194,2.2,1
municipal_bus,municipal_bus-6194,municipal_bus-6191,1.9,1
municipal_bus,municipal_bus-6191,municipal_bus-6197,2.3,1
municipal_bus,municipal_bus-6197,municipal_bus-6215,3.3,1
municipal_bus,municipal_bus-6215,municipal_bus-6213,2.7,1
municipal_bus,municipal_bus-6213,municipal_bus-6199,3.1,1
municipal_bus,municipal_bus-6199,municipal_bus-6211,4.3,1
municipal_bus,municipal_bus-6211,municipal_bus-6209,4.2,1
municipal_bus,municipal_bus-6209,municipal_bus-6207,3.7,1
municipal_bus,municipal_bus-6207,municipal_bus-6201,5.0,1
municipal_bus,municipal_bus-6201,municipal_bus-6205,4.1,1
municipal_bus,municipal_bus-6205,municipal_bus-6203,4.4,1
municipal_bus,municipal_bus-6203,municipal_bus-4362,4.8,1
municipal_bus,municipal_bus-4358,municipal_bus-4357,2.2,1
municipal_bus,municipal_bus-4357,municipal_bus-4356,1.4,1
municipal_bus,municipal_bus-5148,municipal_bus-4382,1.9,1
municipal_bus,municipal_bus-4382,municipal_bus-1435,1.6,1
municipal_bus,municipal_bus-2083,municipal_bus-4950,2.5,2
municipal_bus,municipal_bus-4952,municipal_bus-4506,2.2,2
municipal_bus,municipal_bus-4506,municipal_bus-2247,1.4,2
municipal_bus,municipal_bus-4362,municipal_bus-6203,4.8,1
municipal_bus,municipal_bus-6203,municipal_bus-6205,4.4,1
municipal_bus,municipal_bus-6205,municipal_bus-6201,4.1,1
municipal_bus,municipal_bus-6201,municipal_bus-6207,5.0,1
municipal_bus,municipal_bus-6207,municipal_bus-6209,3.7,1
municipal_bus,municipal_bus-6209,municipal_bus-6211,4.2,1
municipal_bus,municipal_bus-6211,municipal_bus-6199,4.3,1
municipal_bus,municipal_bus-6199,municipal_bus-6213,3.1,1
municipal_bus,municipal_bus-6213,municipal_bus-6215,2.7,1
municipal_bus,municipal_bus-6215,municipal_bus-6197,3.3,1
municipal_bus,municipal_bus-6197,municipal_bus-6191,2.3,1
municipal_bus,municipal_bus-6191,municipal_bus-6194,1.9,1
municipal_bus,municipal_bus-6194,municipal_bus-6192,2.2,1
municipal_bus,municipal_bus-6192,municipal_bus-6189,3.9,1
municipal_bus,municipal_bus-6189,municipal_bus-6187,2.1,1
municipal_bus,municipal_bus-6187,municipal_bus-6185,2.5,1
municipal_bus,municipal_bus-6185,municipal_bus-6183,2.1,1
municipal_bus,municipal_bus-3621,municipal_bus-3623,3.4,2
municipal_bus,municipal_bus-1928,municipal_bus-4536,2.5,1
municipal_bus,municipal_bus-5289,municipal_bus-3608,2.7,1
municipal_bus,municipal_bus-4538,municipal_bus-3225,2.0,1
municipal_bus,municipal_bus-3666,municipal_bus-3668,3.5,2
municipal_bus,municipal_bus-3071,municipal_bus-3679,2.1,1
municipal_bus,municipal_bus-4536,municipal_bus-1864,2.5,1
municipal_bus,municipal_bus-7342,municipal_bus-5201,2.2,1
municipal_bus,municipal_bus-7335,municipal_bus-2530,2.3,1
municipal_bus,municipal_bus-2469,municipal_bus-5204,1.4,1
municipal_bus,municipal_bus-5204,municipal_bus-6096,2.0,1
municipal_bus,municipal_bus-6096,municipal_bus-3364,1.6,1
municipal_bus,municipal_bus-3364,municipal_bus-7357,1.7,1
municipal_bus,municipal_bus-7327,municipal_bus-7326,1.9,1
municipal_bus,municipal_bus-7326,municipal_bus-7360,1.5,1
municipal_bus,municipal_bus-7360,municipal_bus-7324,1.8,1
municipal_bus,municipal_bus-7324,municipal_bus-7362,1.3,1
municipal_bus,municipal_bus-7362,municipal_bus-2801,1.7,1
municipal_bus,municipal_bus-2801,municipal_bus-7364,1.8,1
municipal_bus,municipal_bus-7364,municipal_bus-2803,1.6,1
municipal_bus,municipal_bus-2805,municipal_bus-2806,1.9,1
municipal_bus,municipal_bus-2806,municipal_bus-2807,1.4,1
municipal_bus,municipal_bus-2810,municipal_bus-2840,1.6,1
municipal_bus,municipal_bus-2840,municipal_bus-7018,2.0,1
municipal_bus,municipal_bus-3951,municipal_bus-7380,3.6,1
municipal_bus,municipal_bus-7380,municipal_bus-7304,1.9,1
municipal_bus,municipal_bus-7304,municipal_bus-3954,1.6,1
municipal_bus,municipal_bus-3954,municipal_bus-7383,1.8,1
municipal_bus,municipal_bus-7383,municipal_bus-1098,1.8,1
municipal_bus,municipal_bus-2350,municipal_bus-3542,1.4,1
municipal_bus,municipal_bus-2631,municipal_bus-2630,1.9,3
municipal_bus,municipal_bus-2630,municipal_bus-2629,1.9,3
municipal_bus,municipal_bus-2629,municipal_bus-2628,1.8,4
municipal_bus,municipal_bus-2628,municipal_bus-2652,2.2,4
municipal_bus,municipal_bus-2652,municipal_bus-2626,1.3,4
municipal_bus,municipal_bus-2626,municipal_bus-2654,3.1,3
municipal_bus,municipal_bus-2654,municipal_bus-2655,2.8,3
municipal_bus,municipal_bus-2655,municipal_bus-2623,1.1,4
municipal_bus,municipal_bus-2623,municipal_bus-2622,2.1,4
municipal_bus,municipal_bus-2622,municipal_bus-2621,4.6,4
municipal_bus,municipal_bus-2621,municipal_bus-5462,2.3,3
municipal_bus,municipal_bus-1549,municipal_bus-1550,1.8,3
municipal_bus,municipal_bus-1550,municipal_bus-1366,1.8,3
municipal_bus,municipal_bus-1556,municipal_bus-1557,2.1,2
municipal_bus,municipal_bus-1826,municipal_bus-3349,2.6,2
municipal_bus,municipal_bus-1100,municipal_bus-3954,1.9,2
municipal_bus,municipal_bus-3954,municipal_bus-7304,1.6,2
municipal_bus,municipal_bus-7304,municipal_bus-2686,2.0,2
municipal_bus,municipal_bus-2688,municipal_bus-2840,1.9,1
municipal_bus,municipal_bus-2807,municipal_bus-7313,1.3,1
municipal_bus,municipal_bus-7313,municipal_bus-2805,2.0,1
municipal_bus,municipal_bus-1751,municipal_bus-1696,1.7,1
municipal_bus,municipal_bus-1696,municipal_bus-1695,2.0,1
municipal_bus,municipal_bus-2847,municipal_bus-7321,1.7,1
municipal_bus,municipal_bus-7321,municipal_bus-2801,1.4,1
municipal_bus,municipal_bus-2801,municipal_bus-7323,1.7,1
municipal_bus,municipal_bus-7323,municipal_bus-7324,1.5,1
municipal_bus,municipal_bus-7324,municipal_bus-7325,1.9,1
municipal_bus,municipal_bus-7325,municipal_bus-7326,1.3,1
municipal_bus,municipal_bus-7326,municipal_bus-7327,1.9,1
municipal_bus,municipal_bus-7328,municipal_bus-3364,1.8,1
municipal_bus,municipal_bus-3365,municipal_bus-4403,2.0,1
municipal_bus,municipal_bus-4403,municipal_bus-2469,1.6,1
municipal_bus,municipal_bus-2470,municipal_bus-7334,1.8,1
municipal_bus,municipal_bus-7334,municipal_bus-7335,2.3,1
municipal_bus,municipal_bus-3370,municipal_bus-7342,1.8,1
municipal_bus,municipal_bus-2247,municipal_bus-4506,1.4,2
municipal_bus,municipal_bus-4506,municipal_bus-2249,2.4,2
municipal_bus,municipal_bus-2252,municipal_bus-2083,2.6,2
municipal_bus,municipal_bus-5442,municipal_bus-7402,1.2,1
municipal_bus,municipal_bus-1950,municipal_bus-1842,1.5,2
municipal_bus,municipal_bus-1842,municipal_bus-7807,2.5,4
municipal_bus,municipal_bus-7807,municipal_bus-7806,1.4,5
municipal_bus,municipal_bus-7806,municipal_bus-7933,2.1,5
municipal_bus,municipal_bus-7933,municipal_bus-1840,1.9,5
municipal_bus,municipal_bus-1840,municipal_bus-1839,1.5,5
municipal_bus,municipal_bus-1839,municipal_bus-1838,2.1,5
municipal_bus,municipal_bus-1835,municipal_bus-1960,1.4,3
municipal_bus,municipal_bus-1960,municipal_bus-8883,1.4,3
municipal_bus,municipal_bus-8883,municipal_bus-1961,1.9,3
municipal_bus,municipal_bus-1961,municipal_bus-1832,1.5,3
municipal_bus,municipal_bus-1832,municipal_bus-1963,1.4,3
municipal_bus,municipal_bus-1963,municipal_bus-1964,1.6,3
municipal_bus,municipal_bus-1964,municipal_bus-1965,1.3,3
municipal_bus,municipal_bus-1965,municipal_bus-1183,1.8,3
municipal_bus,municipal_bus-1179,municipal_bus-1829,1.4,2
municipal_bus,municipal_bus-1829,municipal_bus-1965,1.6,2
municipal_bus,municipal_bus-1965,municipal_bus-1830,1.4,2
municipal_bus,municipal_bus-1830,municipal_bus-1831,1.3,2
municipal_bus,municipal_bus-1831,municipal_bus-1832,1.5,2
municipal_bus,municipal_bus-1832,municipal_bus-1833,1.4,2
municipal_bus,municipal_bus-1833,municipal_bus-8882,2.0,2
municipal_bus,municipal_bus-8882,municipal_bus-8881,1.3,2
municipal_bus,municipal_bus-8881,municipal_bus-1835,1.5,1
municipal_bus,municipal_bus-1838,municipal_bus-1839,2.1,3
municipal_bus,municipal_bus-1839,municipal_bus-1840,1.5,3
municipal_bus,municipal_bus-1840,municipal_bus-7805,1.8,3
municipal_bus,municipal_bus-7805,municipal_bus-7806,2.2,3
municipal_bus,municipal_bus-7806,municipal_bus-7807,1.4,3
municipal_bus,municipal_bus-7807,municipal_bus-1842,2.5,2
municipal_bus,municipal_bus-1842,municipal_bus-1950,1.5,2
municipal_bus,municipal_bus-2108,municipal_bus-2888,2.2,1
municipal_bus,municipal_bus-2973,municipal_bus-3702,2.5,1
municipal_bus,municipal_bus-3704,municipal_bus-4182,3.4,1
municipal_bus,municipal_bus-2497,municipal_bus-9203,1.9,1
municipal_bus,municipal_bus-9203,municipal_bus-9201,1.8,1
municipal_bus,municipal_bus-9201,municipal_bus-9199,2.2,1
municipal_bus,municipal_bus-9199,municipal_bus-8956,2.0,1
municipal_bus,municipal_bus-2110,municipal_bus-4182,1.9,1
municipal_bus,municipal_bus-4099,municipal_bus-8457,2.4,1
municipal_bus,municipal_bus-8457,municipal_bus-8455,3.0,1
municipal_bus,municipal_bus-8455,municipal_bus-8454,2.3,1
municipal_bus,municipal_bus-8454,municipal_bus-8451,2.0,1
municipal_bus,municipal_bus-8451,municipal_bus-8449,2.8,1
municipal_bus,municipal_bus-8449,municipal_bus-8447,2.4,1
municipal_bus,municipal_bus-8447,municipal_bus-4097,1.2,1
municipal_bus,municipal_bus-4097,municipal_bus-4095,3.8,1
municipal_bus,municipal_bus-4095,municipal_bus-4093,2.0,1
municipal_bus,municipal_bus-4093,municipal_bus-8446,1.3,1
municipal_bus,municipal_bus-8446,municipal_bus-8444,1.5,1
municipal_bus,municipal_bus-8444,municipal_bus-8442,2.4,1
municipal_bus,municipal_bus-8442,municipal_bus-8440,1.9,1
municipal_bus,municipal_bus-8440,municipal_bus-8438,4.7,1
municipal_bus,municipal_bus-8438,municipal_bus-8435,1.9,1
municipal_bus,municipal_bus-8435,municipal_bus-8489,2.2,1
municipal_bus,municipal_bus-8489,municipal_bus-1241,1.8,1
municipal_bus,municipal_bus-1187,municipal_bus-3617,2.3,1
municipal_bus,municipal_bus-3617,municipal_bus-1793,1.5,1
municipal_bus,municipal_bus-1500,municipal_bus-3672,2.0,1
municipal_bus,municipal_bus-3672,municipal_bus-7660,2.2,1
municipal_bus,municipal_bus-9233,municipal_bus-2789,1.7,2
municipal_bus,municipal_bus-1164,municipal_bus-1198,1.4,1
municipal_bus,municipal_bus-1198,municipal_bus-1166,1.6,1
